vehicle_type,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_(cc),age_of_vehicle,accident_severity,number_of_vehicles,number_of_casualties,day_of_week,road_type,speed_limit,urban_or_rural_area,sex_of_casualty
9,2,37,7,1248,6,3,2,2,5,6,30,1,2
9,2,19,4,1229,8,3,2,2,5,6,30,1,2
9,1,23,5,1398,5,3,3,1,6,6,30,1,1
9,2,27,6,1364,10,3,3,4,7,6,30,1,2
9,2,30,6,1299,12,3,3,4,7,6,30,1,2
9,2,30,6,1299,12,3,3,4,7,6,30,1,2
9,2,30,6,1299,12,3,3,4,7,6,30,1,2
2,1,21,5,49,3,3,2,1,5,6,30,1,1
9,2,88,11,1596,9,3,1,1,5,6,30,1,2
9,1,18,4,1242,7,3,2,1,2,6,30,1,1
9,1,21,5,1198,3,3,2,2,7,6,30,1,1
9,2,25,5,1968,7,3,1,2,6,6,30,1,1
9,2,25,5,1968,7,3,1,2,6,6,30,1,2
9,2,28,6,1388,11,3,2,1,3,6,30,1,2
9,1,35,6,1197,1,1,2,4,7,6,30,1,1
9,1,47,8,1587,13,1,2,4,7,6,30,1,2
9,1,47,8,1587,13,1,2,4,7,6,30,1,1
9,1,47,8,1587,13,1,2,4,7,6,30,1,1
9,2,18,4,1124,13,2,1,1,3,6,30,1,2
9,1,28,6,1988,15,3,2,1,1,6,30,1,1
9,2,61,9,998,1,3,2,1,2,6,30,1,2
9,2,19,4,999,14,3,2,1,7,6,30,1,2
9,1,44,7,1242,8,3,2,2,6,6,30,1,1
9,1,44,7,1242,8,3,2,2,6,6,30,1,2
9,2,69,10,1591,3,3,1,1,3,2,30,1,2
9,2,42,7,1332,10,3,2,1,7,6,30,1,2
9,1,29,6,1994,12,3,2,3,7,6,30,2,1
9,1,29,6,1994,12,3,2,3,7,6,30,2,2
9,1,43,7,2993,3,3,2,3,7,6,30,2,1
9,1,42,7,1968,2,3,2,1,6,6,30,1,1
9,2,34,6,1998,11,3,2,3,3,1,30,1,2
9,2,34,6,1998,11,3,2,3,3,1,30,1,2
9,2,34,6,1998,11,3,2,3,3,1,30,1,1
9,2,30,6,2792,7,3,2,2,7,6,30,1,2
9,2,30,6,2792,7,3,2,2,7,6,30,1,2
19,1,45,7,1248,1,3,2,1,2,6,30,1,1
9,1,28,6,1198,4,3,1,1,1,6,30,1,2
9,1,83,11,1086,5,2,2,2,6,6,30,1,2
9,1,83,11,1086,5,2,2,2,6,6,30,1,2
9,2,23,5,1248,11,3,1,1,6,6,30,1,1
9,2,49,8,1461,7,3,1,1,2,6,30,1,1
5,1,53,8,998,5,3,2,1,7,6,30,1,1
8,1,61,9,1997,12,3,1,1,7,3,30,1,2
5,1,34,6,998,4,2,2,2,3,6,30,1,1
5,1,33,6,998,10,2,2,2,3,6,30,1,1
9,1,22,5,1968,3,3,2,1,6,3,40,1,1
9,1,21,5,1598,5,3,1,1,1,6,30,1,1
9,1,29,6,2179,2,3,2,2,7,6,30,1,1
9,1,22,5,1596,9,3,2,2,7,6,30,1,1
9,2,62,9,1388,11,3,2,1,3,1,30,1,2
9,1,26,6,1598,2,3,2,1,3,6,30,1,1
9,1,58,9,1598,10,3,2,1,4,3,50,2,1
9,1,18,4,1360,8,3,1,2,6,6,30,1,1
9,1,18,4,1360,8,3,1,2,6,6,30,1,1
9,1,31,6,1197,1,3,2,1,4,6,30,1,1
9,1,47,8,1995,8,3,3,1,5,6,30,1,1
9,1,45,7,998,15,3,2,2,4,3,30,1,1
9,1,50,8,1596,13,3,2,2,4,3,30,1,1
9,1,30,6,1242,1,3,2,2,5,6,30,1,1
19,1,21,5,2198,9,3,2,2,5,6,30,1,1
9,2,28,6,1598,13,3,1,1,1,6,30,1,2
9,2,22,5,1229,4,3,1,1,2,3,30,1,1
9,2,85,11,1086,4,3,2,2,6,6,30,1,2
9,2,85,11,1086,4,3,2,2,6,6,30,1,2
9,2,19,4,1248,7,3,2,4,4,6,30,1,2
9,2,19,4,1248,7,3,2,4,4,6,30,1,2
9,2,19,4,1248,7,3,2,4,4,6,30,1,2
9,2,19,4,1248,7,3,2,4,4,6,30,1,2
9,1,19,4,1360,13,3,2,1,6,6,30,1,1
19,1,57,9,1399,5,1,2,2,3,3,40,1,1
5,1,50,8,1000,7,1,2,2,3,3,40,1,1
9,2,37,7,1242,5,3,2,1,1,6,30,1,2
9,1,40,7,1242,12,3,3,1,4,6,30,1,1
9,2,34,6,1360,9,3,2,2,6,3,30,1,2
9,2,34,6,1360,9,3,2,2,6,3,30,1,2
9,2,77,11,1298,13,3,2,2,4,6,30,1,2
9,2,77,11,1298,13,3,2,2,4,6,30,1,2
9,2,59,9,1995,12,3,2,2,1,6,30,1,2
3,1,19,4,100,9,3,2,2,1,6,30,1,1
9,1,29,6,1299,13,3,1,1,7,6,30,1,1
9,1,20,4,1229,5,3,1,1,1,6,30,1,1
9,2,43,7,1364,5,3,3,1,7,6,30,1,2
9,1,35,6,1589,24,3,4,1,5,6,30,1,1
3,1,21,5,124,7,3,2,1,4,6,60,1,1
9,2,19,4,1149,7,3,3,1,4,6,30,1,2
9,1,19,4,1596,9,3,2,1,2,3,30,1,1
9,1,67,10,1396,12,3,2,1,1,6,30,1,1
19,1,20,4,2198,3,3,3,2,3,6,30,1,1
9,1,73,10,1598,8,2,1,1,4,6,30,1,2
9,1,26,6,1796,12,1,1,2,3,3,40,1,1
9,1,26,6,1796,12,1,1,2,3,3,40,1,1
9,1,23,5,1995,10,2,1,1,3,6,30,2,1
9,2,34,6,1598,9,3,2,3,3,6,30,1,2
9,2,34,6,1598,9,3,2,3,3,6,30,1,2
9,2,34,6,1598,9,3,2,3,3,6,30,1,1
9,2,50,8,1997,11,3,3,1,5,6,30,1,2
3,1,24,5,125,15,2,2,1,3,6,30,1,1
9,1,37,7,1956,3,3,4,2,1,6,30,1,1
9,1,18,4,1390,13,3,1,1,3,6,30,1,2
3,1,18,4,124,3,3,2,1,6,6,30,1,1
9,1,26,6,1560,8,3,2,1,5,6,30,1,1
9,1,21,5,1149,12,3,2,2,6,6,30,1,2
9,1,21,5,1149,12,3,2,2,6,6,30,1,1
9,2,44,7,1388,7,3,1,1,3,3,30,1,2
9,1,59,9,2685,10,3,2,1,1,3,30,1,1
9,1,20,4,1199,15,3,2,1,1,6,30,1,1
9,1,19,4,1598,12,2,1,4,1,6,30,1,1
9,1,19,4,1598,12,2,1,4,1,6,30,1,1
9,1,19,4,1598,12,2,1,4,1,6,30,1,2
9,1,19,4,1598,12,2,1,4,1,6,30,1,2
5,1,25,5,599,21,3,2,1,5,6,30,1,1
9,1,56,9,1896,16,3,1,1,4,6,30,1,1
9,2,36,7,1199,11,3,1,1,5,6,30,1,2
9,2,30,6,1598,7,2,2,2,3,6,30,1,2
3,2,39,7,124,6,3,2,1,7,6,30,1,2
9,1,37,7,2360,13,3,2,2,5,6,30,1,1
9,1,57,9,1995,6,3,2,2,5,6,30,1,1
9,2,56,9,1598,2,3,2,2,4,6,30,1,2
9,2,53,8,1242,3,3,2,2,4,6,30,1,2
9,1,25,5,1396,18,2,1,3,7,1,30,2,1
9,1,25,5,1396,18,2,1,3,7,1,30,2,1
9,1,25,5,1396,18,2,1,3,7,1,30,2,1
9,2,23,5,1598,11,3,2,1,5,1,30,1,2
9,1,59,9,998,2,3,2,1,1,6,30,1,1
9,1,23,5,1796,11,2,1,2,5,6,30,1,1
9,1,23,5,1796,11,2,1,2,5,6,30,1,1
5,1,40,7,592,23,3,2,1,5,6,30,1,1
9,2,43,7,1587,9,3,2,2,6,6,30,1,2
9,2,43,7,1587,9,3,2,2,6,6,30,1,1
9,2,34,6,1229,9,3,1,1,3,6,30,1,1
9,1,52,8,1499,1,3,2,1,7,6,30,1,1
9,2,38,7,1598,13,3,2,1,4,6,30,1,2
9,1,53,8,1997,8,2,1,1,7,2,30,1,1
9,1,43,7,1364,9,3,2,2,2,3,40,1,1
9,1,43,7,1364,9,3,2,2,2,3,40,1,2
9,2,40,7,1686,3,3,2,3,7,3,40,1,2
9,2,40,7,1686,3,3,2,3,7,3,40,1,1
9,2,30,6,1390,8,2,1,1,5,6,20,1,2
9,2,38,7,1968,3,3,2,3,6,3,30,1,2
9,1,40,7,1398,3,3,2,3,2,6,30,1,1
9,1,40,7,1398,3,3,2,3,2,6,30,1,2
9,1,40,7,1398,3,3,2,3,2,6,30,1,1
9,1,84,11,1299,8,2,1,1,3,6,30,1,1
9,2,47,8,1248,2,3,2,1,1,3,40,1,2
9,1,22,5,1999,6,3,2,2,6,1,30,1,1
9,1,22,5,1999,6,3,2,2,6,1,30,1,1
19,1,27,6,1995,2,3,2,1,6,6,30,1,1
9,2,32,6,1360,9,2,3,1,3,6,30,1,2
9,2,53,8,1242,5,3,2,1,4,3,30,1,2
9,2,65,9,1796,11,3,2,1,5,3,40,1,2
90,1,42,7,2970,3,3,2,1,6,6,30,1,1
9,1,51,8,998,7,3,2,1,2,6,30,1,2
9,2,24,5,998,11,3,2,1,5,1,40,1,2
9,2,28,6,1686,11,3,2,1,4,1,30,1,2
9,1,27,6,1560,10,3,1,1,3,6,30,1,1
9,1,40,7,1197,3,3,1,1,3,6,30,1,1
9,1,58,9,1997,4,3,1,1,2,6,30,1,2
9,2,35,6,1461,5,3,2,4,3,6,30,1,2
9,2,35,6,1461,5,3,2,4,3,6,30,1,1
9,2,35,6,1461,5,3,2,4,3,6,30,1,1
9,2,35,6,1461,5,3,2,4,3,6,30,1,1
9,1,24,5,1497,11,3,2,4,6,6,30,1,1
9,1,24,5,1497,11,3,2,4,6,6,30,1,2
9,1,19,4,1422,1,2,3,2,5,6,30,1,1
9,1,39,7,1999,8,3,4,1,7,6,30,1,1
9,2,29,6,1599,12,3,2,1,4,1,30,1,2
9,2,45,7,1910,6,3,1,1,3,6,30,1,1
8,1,44,7,1794,6,2,1,1,6,6,30,1,1
9,1,21,5,1896,11,3,1,1,2,3,40,1,1
9,1,56,9,1753,11,3,1,1,5,6,30,1,1
9,1,43,7,2184,12,3,2,1,4,6,30,1,1
9,1,43,7,1390,10,3,2,1,5,6,30,1,1
9,1,35,6,1598,1,3,2,1,7,6,30,1,1
9,1,24,5,1242,9,3,2,2,6,3,30,1,1
9,1,24,5,1242,9,3,2,2,6,3,30,1,1
9,1,34,6,1995,8,3,1,1,3,6,30,1,1
9,1,34,6,1968,3,2,1,1,6,3,40,1,1
9,2,32,6,1796,7,2,1,1,7,3,40,1,1
9,1,26,6,1364,11,3,1,1,6,6,30,1,1
3,1,21,5,645,7,2,2,1,2,3,40,1,1
9,2,20,4,1242,9,3,3,2,6,6,30,1,1
9,2,20,4,1242,9,3,3,2,6,6,30,1,2
9,1,63,9,1997,1,3,1,1,3,6,30,1,2
9,1,49,8,1396,15,3,1,1,1,6,30,1,1
9,2,25,5,1598,1,2,1,1,2,6,30,1,1
9,1,21,5,1968,4,2,1,2,1,6,30,2,1
9,1,21,5,1968,4,2,1,2,1,6,30,2,1
9,2,18,4,1149,11,3,2,3,6,6,30,1,2
9,1,27,6,2720,11,3,2,3,6,6,30,1,1
9,1,27,6,2720,11,3,2,3,6,6,30,1,1
9,1,54,8,1595,6,3,3,2,4,6,30,1,1
9,1,54,8,1595,6,3,3,2,4,6,30,1,2
9,1,31,6,1956,3,3,3,1,4,6,30,1,1
90,1,34,6,660,11,2,2,2,1,6,30,1,1
90,1,34,6,660,11,2,2,2,1,6,30,1,1
9,1,20,4,1388,11,3,2,1,7,3,30,1,1
9,1,23,5,1461,3,3,1,1,2,6,30,1,2
9,2,22,5,2979,2,3,1,1,1,3,40,1,2
5,1,41,7,599,14,2,2,1,3,6,40,1,1
19,1,24,5,2198,1,3,2,1,2,7,30,1,1
9,1,48,8,1896,10,3,2,1,3,3,40,1,1
9,1,44,7,1896,11,3,3,1,2,3,40,1,1
9,2,24,5,1596,10,2,2,4,2,6,30,1,2
9,2,24,5,1596,10,2,2,4,2,6,30,1,1
9,2,24,5,1596,10,2,2,4,2,6,30,1,2
9,1,18,4,1598,3,2,2,4,2,6,30,1,1
5,1,20,4,50,15,3,2,1,5,6,30,1,1
3,2,33,6,125,1,3,2,1,5,1,40,1,2
3,1,18,4,125,9,2,2,1,5,6,30,1,1
9,1,62,9,2993,11,3,1,1,4,3,30,1,1
9,1,35,6,1984,12,3,2,1,7,3,40,1,1
9,1,34,6,998,2,3,2,2,4,3,40,1,1
9,2,71,10,1396,1,3,2,2,4,3,40,1,2
9,2,25,5,1364,9,3,2,2,5,3,40,1,2
9,2,25,5,1364,9,3,2,2,5,3,40,1,2
9,2,42,7,1398,7,3,2,1,1,6,30,1,2
9,1,29,6,1198,7,3,2,1,3,3,40,1,1
8,1,35,6,1686,10,3,1,1,6,6,30,1,2
9,2,22,5,1242,2,3,2,1,3,3,30,1,2
9,1,30,6,1910,10,3,3,1,4,6,30,1,1
9,1,34,6,1686,8,1,2,4,4,6,30,1,1
9,2,44,7,2268,4,1,2,4,4,6,30,1,2
9,2,44,7,2268,4,1,2,4,4,6,30,1,1
9,2,44,7,2268,4,1,2,4,4,6,30,1,1
9,1,61,9,1388,12,3,3,1,2,3,40,1,1
9,2,48,8,1796,14,3,2,1,3,6,30,2,2
9,2,41,7,1700,19,3,2,1,7,6,30,1,2
9,2,37,7,1598,10,3,2,1,5,6,30,1,2
2,1,20,4,49,1,3,2,1,3,6,30,1,1
9,1,19,4,993,13,3,2,2,2,6,30,1,1
9,1,19,4,993,13,3,2,2,2,6,30,1,2
9,2,29,6,2204,9,3,2,1,6,6,30,1,2
9,1,20,4,1598,13,3,2,1,6,6,30,1,1
9,2,19,4,1242,3,3,2,1,6,6,30,1,2
9,1,22,5,1796,10,2,1,1,6,6,30,1,2
5,1,47,8,779,1,3,2,1,4,1,40,1,1
9,2,44,7,1391,19,3,4,3,2,6,30,1,2
9,1,58,9,1896,10,3,4,3,2,6,30,1,1
9,2,52,8,1248,5,3,2,2,1,6,30,1,2
9,1,19,4,1995,8,3,3,4,5,6,30,1,1
9,1,19,4,1995,8,3,3,4,5,6,30,1,1
9,2,29,6,1598,11,3,3,4,5,6,30,1,2
5,1,42,7,649,9,3,2,1,4,6,30,1,1
9,2,32,6,2199,1,3,1,1,5,6,30,1,1
9,2,25,5,1229,1,3,2,1,5,3,40,1,2
9,1,47,8,1895,16,3,2,2,4,1,30,1,1
9,1,47,8,1895,16,3,2,2,4,1,30,1,2
5,1,47,8,599,19,2,1,1,3,3,40,1,1
9,1,37,7,1596,7,3,1,1,3,6,30,1,2
9,1,25,5,1796,3,3,2,1,6,6,30,1,1
9,1,24,5,1998,6,3,1,2,2,3,50,2,1
9,1,24,5,1998,6,3,1,2,2,3,50,2,1
9,1,41,7,1896,8,3,2,1,6,6,30,1,1
9,1,26,6,1149,12,3,2,1,6,1,30,1,1
9,1,39,7,2776,9,3,2,1,5,1,40,2,2
9,1,48,8,2000,10,3,1,1,1,6,30,1,1
3,1,19,4,125,4,3,2,1,4,6,30,1,1
9,1,52,8,2497,10,3,1,1,7,3,40,1,1
3,1,30,6,124,1,2,2,1,6,6,30,1,1
9,2,35,6,1399,2,3,2,1,1,6,30,1,2
9,2,53,8,1339,8,3,2,2,5,6,30,1,2
9,2,53,8,1339,8,3,2,2,5,6,30,1,1
9,1,66,10,1242,1,3,2,2,3,3,40,1,1
9,1,66,10,1242,1,3,2,2,3,3,40,1,2
9,2,45,7,1339,10,3,2,2,1,3,40,1,1
9,1,21,5,1299,15,3,2,2,1,3,40,1,2
9,2,57,9,1242,6,3,2,1,2,3,30,1,2
9,2,32,6,1229,11,3,2,1,7,6,30,1,2
9,1,26,6,1685,3,3,2,1,2,6,30,1,1
9,2,40,7,1363,12,3,2,1,5,6,30,1,2
9,1,21,5,1590,16,3,2,1,7,6,30,1,1
9,1,21,5,1596,10,3,2,2,4,6,30,1,1
9,2,52,8,999,4,3,2,2,4,6,30,1,2
9,1,19,4,1679,14,2,3,4,5,3,40,1,1
9,1,19,4,1679,14,2,3,4,5,3,40,1,1
9,1,19,4,1679,14,2,3,4,5,3,40,1,1
9,1,19,4,1679,14,2,3,4,5,3,40,1,1
9,2,39,7,1242,1,3,4,1,7,6,30,1,2
5,1,25,5,599,15,3,2,2,3,6,30,1,1
9,1,20,4,3199,14,3,3,1,5,6,30,1,1
9,1,39,7,1783,12,3,2,5,1,3,40,1,1
9,1,39,7,1783,12,3,2,5,1,3,40,1,1
9,1,39,7,1783,12,3,2,5,1,3,40,1,2
9,1,39,7,1783,12,3,2,5,1,3,40,1,2
9,2,54,8,1995,8,3,2,5,1,3,40,1,2
9,2,27,6,1242,1,3,1,1,5,6,30,1,2
9,2,68,10,1598,7,3,1,1,5,6,30,1,1
9,1,21,5,973,15,3,2,1,1,6,30,1,2
9,1,50,8,1910,8,3,1,1,2,6,30,1,1
9,1,39,7,1332,9,2,3,2,5,6,30,1,1
9,1,23,5,1910,5,2,3,2,5,6,30,1,1
9,1,28,6,1995,8,3,2,2,5,6,60,2,1
9,1,28,6,1995,8,3,2,2,5,6,60,2,1
5,1,36,7,998,16,3,2,1,7,3,40,1,1
9,1,20,4,1998,11,2,1,1,1,6,30,1,1
9,2,42,7,1390,14,3,2,1,3,1,30,1,1
5,1,31,6,599,16,3,1,1,2,1,30,1,1
9,2,20,4,1686,12,3,1,1,2,6,30,1,2
9,1,58,9,2171,14,3,2,2,2,3,40,1,1
9,1,58,9,1598,9,3,2,1,2,1,30,1,1
9,1,38,7,1598,6,3,2,1,4,6,30,1,1
9,1,20,4,1896,8,3,3,3,3,3,30,1,1
9,2,29,6,998,3,3,3,3,3,3,30,1,2
9,2,29,6,998,3,3,3,3,3,3,30,1,2
9,2,37,7,1299,11,3,2,3,7,6,30,1,2
9,2,37,7,1299,11,3,2,3,7,6,30,1,2
9,2,37,7,1299,11,3,2,3,7,6,30,1,1
9,1,21,5,1596,11,3,2,1,2,6,30,1,1
9,1,77,11,998,2,2,4,3,1,6,30,1,1
9,1,55,8,1461,2,2,4,3,1,6,30,1,1
9,1,55,8,1461,2,2,4,3,1,6,30,1,1
9,2,43,7,998,1,3,2,1,2,6,30,1,2
9,2,31,6,1796,10,3,2,1,6,1,40,1,2
9,2,39,7,4966,13,3,2,1,4,1,30,1,2
9,1,44,7,2993,4,3,2,1,7,6,30,1,1
9,2,42,7,1598,9,3,2,2,4,6,30,1,2
9,2,42,7,1598,9,3,2,2,4,6,30,1,1
9,1,37,7,1986,7,3,2,1,3,6,30,1,1
9,2,40,7,2987,8,3,2,1,1,6,30,1,2
5,1,39,7,998,17,3,2,1,4,6,30,1,1
5,1,49,8,649,1,3,1,1,4,1,30,1,1
9,2,25,5,1461,12,3,2,2,3,6,30,1,2
9,1,65,9,1560,5,3,2,2,3,6,30,1,1
9,1,31,6,1870,10,2,2,2,7,6,30,1,1
9,1,43,7,1598,11,2,2,2,7,6,30,1,1
9,2,23,5,1360,12,3,2,3,3,3,30,2,2
9,2,23,5,1360,12,3,2,3,3,3,30,2,2
9,2,23,5,1360,12,3,2,3,3,3,30,2,2
9,2,55,8,973,13,3,1,1,5,6,30,1,2
9,1,31,6,2996,10,3,1,1,1,6,30,1,1
9,1,35,6,2231,8,3,2,1,1,3,40,1,1
9,1,40,7,1686,7,3,2,4,6,6,60,2,1
9,1,40,7,1686,7,3,2,4,6,6,60,2,2
9,1,40,7,1686,7,3,2,4,6,6,60,2,2
9,1,50,8,1997,13,3,2,3,6,6,30,1,1
9,1,50,8,1997,13,3,2,3,6,6,30,1,2
9,1,50,8,1997,13,3,2,3,6,6,30,1,2
4,1,23,5,125,7,2,2,1,7,6,30,1,1
9,2,28,6,2204,9,3,2,1,3,6,30,1,2
9,2,24,5,1229,9,3,2,1,2,3,40,1,2
9,1,47,8,1956,3,3,2,1,5,6,30,1,1
9,1,76,11,1761,15,3,2,1,5,6,30,1,1
9,1,55,8,2987,1,3,1,1,5,1,30,1,1
9,2,35,6,1360,6,3,3,1,5,6,30,1,2
9,1,58,9,2685,12,2,1,1,7,6,30,1,1
9,1,61,9,1391,17,3,1,1,5,6,30,1,1
9,2,61,9,1796,12,3,1,1,6,6,30,1,1
9,1,32,6,1781,12,3,2,2,4,3,40,1,1
9,1,33,6,2231,8,3,2,1,3,3,30,1,1
9,1,41,7,1956,2,3,2,1,2,3,40,1,1
9,1,52,8,1998,10,3,1,1,4,3,40,1,2
9,2,54,8,796,7,3,3,2,6,6,30,1,2
8,1,39,7,1910,7,3,2,1,6,6,30,1,2
9,1,62,9,1781,14,2,2,4,7,6,30,1,1
9,1,62,9,1781,14,2,2,4,7,6,30,1,1
9,1,67,10,1997,1,2,2,4,7,6,30,1,1
9,1,67,10,1997,1,2,2,4,7,6,30,1,2
9,2,49,8,2143,1,2,1,1,6,6,30,1,1
9,1,23,5,1984,6,3,5,3,2,6,30,1,1
9,1,23,5,1984,6,3,5,3,2,6,30,1,1
9,2,34,6,1248,7,3,5,3,2,6,30,1,2
9,2,32,6,1995,9,3,1,1,7,6,30,1,2
9,1,41,7,2720,9,2,1,1,1,3,50,2,1
3,1,18,4,124,4,1,1,1,7,6,30,1,1
9,1,23,5,1461,3,3,3,3,5,3,40,1,1
19,1,42,7,2151,13,1,2,1,2,6,30,1,1
19,1,42,7,2148,7,3,1,1,2,6,30,1,1
9,1,26,6,1598,11,3,2,2,5,1,30,1,1
9,1,26,6,1598,11,3,2,2,5,1,30,1,2
9,2,42,7,1997,12,3,2,1,5,6,30,1,2
9,1,26,6,1360,12,3,2,3,4,6,30,1,1
9,1,26,6,1360,12,3,2,3,4,6,30,1,1
9,1,26,6,1360,12,3,2,3,4,6,30,1,1
19,2,24,5,2151,12,2,1,2,2,6,30,1,2
19,2,24,5,2151,12,2,1,2,2,6,30,1,1
9,1,68,10,998,15,3,1,1,3,6,30,1,2
9,1,73,10,1584,12,3,2,3,1,3,40,1,1
9,1,73,10,1584,12,3,2,3,1,3,40,1,2
9,1,73,10,1584,12,3,2,3,1,3,40,1,1
9,2,25,5,1388,2,3,2,1,7,6,30,1,2
9,2,35,6,2183,5,3,2,1,4,6,30,1,2
19,1,57,9,1248,9,3,1,1,3,6,30,1,2
9,2,36,7,1560,7,3,2,3,4,3,40,1,2
9,2,36,7,1560,7,3,2,3,4,3,40,1,2
9,2,36,7,1560,7,3,2,3,4,3,40,1,1
9,1,24,5,1388,8,2,2,1,1,6,30,1,1
8,1,48,8,1797,3,3,1,1,3,6,30,1,2
9,1,75,10,1339,11,3,2,2,7,6,30,1,1
9,1,26,6,1896,11,2,1,1,7,6,30,1,2
9,1,23,5,1994,15,3,1,2,1,6,30,1,1
9,1,23,5,1994,15,3,1,2,1,6,30,1,1
9,2,25,5,1150,7,3,2,1,4,6,30,1,2
9,1,34,6,2204,6,3,2,1,2,3,50,2,1
9,1,46,8,1242,14,3,1,1,3,6,30,1,1
9,1,24,5,1560,7,3,2,2,1,6,30,1,1
9,1,37,7,998,11,3,2,5,3,1,30,1,1
9,1,37,7,998,11,3,2,5,3,1,30,1,1
9,1,37,7,998,11,3,2,5,3,1,30,1,1
9,1,37,7,998,11,3,2,5,3,1,30,1,2
9,1,37,7,998,11,3,2,5,3,1,30,1,2
8,1,60,9,2664,16,3,2,1,6,6,30,1,1
9,2,45,7,1598,8,2,1,1,2,6,30,1,2
9,1,47,8,2198,13,3,2,2,4,6,30,1,2
9,1,34,6,1360,12,3,2,2,4,6,30,1,1
9,1,20,4,1248,3,3,3,3,3,3,40,1,1
9,2,51,8,1596,8,3,3,3,3,3,40,1,2
9,2,46,8,1997,15,3,3,3,3,3,40,1,2
9,1,50,8,1997,7,3,2,1,4,6,30,1,1
9,1,32,6,1686,10,3,1,1,4,6,30,1,2
9,2,27,6,1086,9,3,2,1,3,6,30,1,2
9,2,53,8,1596,13,3,2,2,3,3,40,1,2
9,1,30,6,1968,2,3,2,2,3,3,40,1,1
9,1,23,5,1686,11,3,2,1,1,6,30,1,1
9,1,27,6,998,11,3,2,2,4,6,30,1,1
19,2,50,8,1995,6,3,2,2,4,6,30,1,2
9,2,46,8,1598,10,3,2,2,4,6,30,1,2
9,2,46,8,1598,10,3,2,2,4,6,30,1,1
9,2,34,6,1248,10,3,2,2,7,6,30,1,2
9,2,34,6,1248,10,3,2,2,7,6,30,1,2
9,2,23,5,1364,8,3,3,4,4,3,40,1,2
9,2,23,5,1364,8,3,3,4,4,3,40,1,2
9,2,23,5,1364,8,3,3,4,4,3,40,1,2
9,2,23,5,1364,8,3,3,4,4,3,40,1,1
10,1,62,9,2143,3,3,1,4,5,6,30,1,2
10,1,62,9,2143,3,3,1,4,5,6,30,1,1
10,1,62,9,2143,3,3,1,4,5,6,30,1,2
10,1,62,9,2143,3,3,1,4,5,6,30,1,2
9,1,48,8,3456,8,3,3,2,7,6,30,1,1
9,1,30,6,1149,8,3,3,2,7,6,30,1,2
9,1,32,6,1796,16,3,3,1,7,6,30,1,1
9,1,53,8,1951,13,3,2,2,7,6,30,1,1
9,1,60,9,1968,7,3,2,1,4,3,40,1,1
9,2,26,6,1198,4,3,2,2,1,1,30,1,2
9,2,26,6,1198,4,3,2,2,1,1,30,1,2
9,2,28,6,1368,2,3,2,1,3,6,30,1,2
9,1,54,8,1992,8,3,2,1,5,3,50,2,1
9,1,46,8,1956,3,3,2,1,5,2,30,1,1
9,1,30,6,2792,19,3,1,1,6,6,30,1,2
9,2,25,5,1896,11,3,4,4,6,6,30,1,2
9,2,25,5,1896,11,3,4,4,6,6,30,1,2
9,2,25,5,1896,11,3,4,4,6,6,30,1,2
9,1,25,5,2204,10,3,4,4,6,6,30,1,1
9,1,53,8,1598,15,3,3,1,4,7,30,1,1
9,2,27,6,998,1,3,2,1,5,3,40,1,2
9,1,46,8,1796,14,3,5,2,1,6,30,1,1
9,1,46,8,1796,14,3,5,2,1,6,30,1,1
9,1,25,5,1796,6,3,2,1,7,6,40,1,1
9,2,32,6,1198,10,3,2,2,2,6,30,1,2
9,2,32,6,1198,10,3,2,2,2,6,30,1,2
4,1,29,6,645,11,3,2,1,3,6,30,1,1
9,1,19,4,999,2,3,2,1,2,6,30,1,1
11,2,43,7,9000,6,3,2,2,5,6,30,1,2
11,2,43,7,9000,6,3,2,2,5,6,30,1,2
9,1,44,7,1124,15,1,2,2,5,6,60,2,1
9,1,44,7,1124,15,1,2,2,5,6,60,2,2
3,1,32,6,124,5,1,2,1,4,6,40,1,1
9,2,65,9,1589,15,3,2,1,3,6,30,1,2
9,2,44,7,1997,7,3,2,3,5,6,30,1,2
9,2,44,7,1997,7,3,2,3,5,6,30,1,2
9,2,44,7,1997,7,3,2,3,5,6,30,1,2
9,2,69,10,1349,16,3,3,1,2,7,30,1,2
9,2,51,8,1796,12,3,2,1,2,6,30,1,2
9,1,18,4,1199,12,3,2,2,6,3,30,2,1
9,1,18,4,1199,12,3,2,2,6,3,30,2,1
9,2,42,7,1390,4,3,2,2,2,6,30,1,2
9,2,42,7,1390,4,3,2,2,2,6,30,1,1
9,1,42,7,2401,12,2,1,1,7,3,70,2,1
9,1,37,7,1968,9,3,3,2,5,6,30,1,1
9,2,19,4,1299,14,3,3,2,5,6,30,1,2
9,1,33,6,999,15,3,2,1,2,6,30,1,1
9,2,45,7,1360,9,3,2,1,6,3,30,2,2
5,1,51,8,997,27,3,2,1,2,6,30,1,1
9,1,29,6,1339,2,3,1,1,2,3,30,2,1
2,1,16,4,49,13,3,2,1,3,3,30,1,1
9,1,74,10,1461,2,3,2,2,2,6,30,1,1
9,2,57,9,1389,10,3,2,2,2,6,30,1,2
9,1,31,6,998,1,3,1,1,5,3,30,1,1
9,1,45,7,1956,2,3,2,1,4,3,30,2,1
9,1,31,6,1998,11,3,2,1,6,6,30,2,1
9,1,28,6,2362,10,3,2,1,7,6,30,2,1
4,1,18,4,124,3,2,2,1,6,6,30,1,1
