vehicle_type,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_(cc),age_of_vehicle,accident_severity,number_of_vehicles,number_of_casualties,day_of_week,road_type,speed_limit,urban_or_rural_area,sex_of_casualty
9,1,24,5,1299,16,3,2,3,4,3,30,1,1
9,2,34,6,1398,2,3,2,3,4,3,30,1,2
9,2,34,6,1398,2,3,2,3,4,3,30,1,2
9,1,59,9,1598,10,3,2,1,3,6,30,1,1
9,2,51,8,1590,14,3,2,1,5,6,30,1,2
9,1,54,8,1390,12,3,2,2,4,6,30,1,1
9,1,21,5,1995,8,2,2,3,6,6,40,1,1
9,1,21,5,1995,8,2,2,3,6,6,40,1,1
9,1,21,5,1995,8,2,2,3,6,6,40,1,1
21,1,59,9,12809,1,3,6,1,3,6,30,1,1
9,2,22,5,1598,10,3,2,1,3,1,30,1,2
9,2,50,8,1560,3,3,2,2,3,6,30,1,2
9,2,50,8,1560,3,3,2,2,3,6,30,1,2
9,1,29,6,1968,8,3,2,2,7,6,30,1,1
9,2,60,9,1798,11,3,3,1,7,6,30,1,2
9,3,30,6,1896,13,2,2,1,2,6,30,1,1
9,1,21,5,1498,16,3,2,3,5,3,30,1,1
9,1,21,5,1498,16,3,2,3,5,3,30,1,1
9,2,47,8,1686,1,3,2,3,5,3,30,1,2
9,2,52,8,1198,13,3,2,2,5,6,30,1,2
9,1,31,6,1997,13,3,1,1,5,6,30,1,2
21,1,31,6,4500,1,3,2,2,2,6,30,1,1
21,1,31,6,4500,1,3,2,2,2,6,30,1,2
9,1,30,6,2993,3,3,2,3,1,6,30,1,1
9,1,30,6,2993,3,3,2,3,1,6,30,1,2
9,1,30,6,2993,3,3,2,3,1,6,30,1,2
4,1,26,6,649,2,3,1,1,4,2,30,1,1
9,2,57,9,998,11,3,3,2,5,3,30,1,2
9,2,51,8,998,2,3,3,2,5,3,30,1,2
9,2,49,8,1896,6,3,3,2,7,6,30,1,2
9,2,49,8,1896,6,3,3,2,7,6,30,1,1
9,1,35,6,1497,2,3,3,2,7,6,30,1,1
9,1,35,6,1497,2,3,3,2,7,6,30,1,2
9,1,34,6,2987,4,3,2,2,1,6,30,1,1
9,1,39,7,1339,2,3,2,2,1,6,30,1,1
19,1,25,5,1248,4,3,4,2,4,6,30,1,1
9,1,25,5,998,1,3,2,1,1,6,30,1,2
3,1,31,6,124,5,3,2,1,6,6,30,1,1
9,2,42,7,1796,11,3,1,1,5,6,30,1,1
9,2,54,8,1198,10,3,2,2,6,6,30,1,2
9,2,54,8,1198,10,3,2,2,6,6,30,1,1
9,1,30,6,2204,9,3,1,1,6,6,30,1,2
9,2,30,6,1242,9,3,2,1,1,6,30,1,2
9,2,28,6,998,3,3,1,1,3,6,30,1,2
9,1,52,8,1986,7,3,1,1,4,6,30,1,1
9,2,31,6,1598,3,3,2,1,4,6,30,1,2
9,1,41,7,1364,9,3,1,1,7,6,30,1,2
9,2,41,7,998,14,3,1,1,4,6,30,1,2
9,2,27,6,1198,6,3,2,2,5,6,30,1,2
9,2,27,6,1198,6,3,2,2,5,6,30,1,2
9,1,22,5,1198,3,3,2,2,2,1,40,1,1
9,1,22,5,1198,3,3,2,2,2,1,40,1,1
9,1,43,7,1796,8,3,2,2,1,6,30,1,1
9,1,43,7,1796,8,3,2,2,1,6,30,1,2
9,1,44,7,1984,7,3,2,1,3,6,60,2,1
9,2,24,5,998,14,3,1,1,4,6,30,1,2
9,1,33,6,1349,11,3,3,3,3,6,30,1,1
9,1,33,6,1349,11,3,3,3,3,6,30,1,1
9,2,41,7,998,7,3,3,3,3,6,30,1,2
5,1,33,6,600,10,3,2,1,6,6,30,1,1
8,1,24,5,1910,8,3,2,1,7,3,30,1,2
9,2,52,8,1248,4,3,2,1,4,6,30,1,2
9,1,44,7,1998,10,3,3,1,6,2,30,1,1
9,1,26,6,1590,14,3,3,3,1,6,30,1,1
9,1,35,6,1995,2,3,3,3,1,6,30,1,1
9,1,35,6,1995,2,3,3,3,1,6,30,1,2
9,1,49,8,2171,12,3,2,2,1,6,30,1,1
9,1,49,8,2171,12,3,2,2,1,6,30,1,2
9,2,51,8,973,13,3,3,2,1,6,60,2,2
9,2,30,6,1242,2,3,2,1,5,6,30,1,2
4,1,31,6,955,12,2,1,1,3,6,30,1,1
9,2,51,8,1596,15,3,3,1,2,3,30,1,2
9,1,21,5,1598,11,2,4,6,3,6,30,1,1
9,1,21,5,1598,11,2,4,6,3,6,30,1,1
9,1,20,4,2792,12,2,4,6,3,6,30,1,1
9,1,20,4,2792,12,2,4,6,3,6,30,1,1
9,1,20,4,2792,12,2,4,6,3,6,30,1,1
19,1,37,7,2198,6,2,4,6,3,6,30,1,1
9,1,28,6,1390,13,3,2,2,6,6,30,1,1
8,1,29,6,1794,13,3,2,2,6,6,30,1,2
9,1,76,11,1332,3,2,1,1,7,3,50,1,1
9,2,47,8,1397,7,3,2,1,7,6,30,1,2
9,2,56,9,1398,1,3,1,1,4,6,30,1,1
9,1,57,9,998,3,3,2,3,1,6,30,2,1
9,1,57,9,998,3,3,2,3,1,6,30,2,1
2,1,16,4,49,6,3,2,1,3,6,30,1,1
9,1,76,11,1596,1,3,2,1,3,6,30,1,1
9,1,45,7,999,4,3,3,2,2,6,30,1,1
9,2,56,9,998,4,3,3,2,2,6,30,1,2
9,1,31,6,1598,8,3,2,3,7,3,60,2,1
9,1,31,6,1598,8,3,2,3,7,3,60,2,1
5,1,25,5,599,17,3,2,1,4,1,40,2,1
5,1,54,8,899,12,2,2,1,1,6,30,1,1
19,1,52,8,2143,2,3,1,1,5,6,30,1,1
9,2,22,5,1299,8,3,4,2,5,3,30,1,2
9,2,47,8,1398,13,3,4,2,5,3,30,1,2
5,1,40,7,645,7,2,2,1,6,6,30,1,1
9,1,20,4,1197,4,3,2,3,7,6,30,1,1
9,1,20,4,1197,4,3,2,3,7,6,30,1,1
4,1,18,4,124,5,3,2,3,7,6,30,1,1
9,1,32,6,1596,13,2,1,1,4,6,60,2,1
9,1,40,7,1560,11,3,2,2,4,6,30,1,1
9,1,27,6,1364,10,3,2,2,4,6,30,1,1
2,1,16,4,49,3,2,1,2,7,6,30,1,1
2,1,16,4,49,3,2,1,2,7,6,30,1,1
9,1,20,4,1248,7,2,2,2,3,6,30,2,1
9,1,20,4,1248,7,2,2,2,3,6,30,2,2
3,1,17,4,125,4,3,2,1,4,6,30,1,1
9,1,82,11,998,4,2,1,1,7,6,30,1,2
9,2,31,6,1242,9,2,1,2,1,6,30,2,2
9,2,31,6,1242,9,2,1,2,1,6,30,2,1
9,1,28,6,1396,12,3,2,3,7,3,40,1,1
9,2,60,9,1560,1,3,2,3,7,3,40,1,2
9,2,60,9,1560,1,3,2,3,7,3,40,1,1
9,1,26,6,1796,12,3,3,2,1,3,50,1,1
9,1,44,7,1596,7,3,3,2,1,3,50,1,1
9,1,30,6,1997,23,2,1,2,7,6,30,1,1
9,1,30,6,1997,23,2,1,2,7,6,30,1,1
3,1,20,4,125,1,3,2,1,6,3,30,1,1
9,1,54,8,1598,2,3,2,1,3,3,30,1,2
9,2,33,6,1598,8,3,2,4,1,6,30,1,2
9,2,33,6,1598,8,3,2,4,1,6,30,1,1
9,2,33,6,1598,8,3,2,4,1,6,30,1,2
9,2,33,6,1598,8,3,2,4,1,6,30,1,1
9,2,19,4,1229,10,3,2,1,2,6,30,1,2
9,1,22,5,1198,9,3,1,1,3,6,30,1,2
9,1,27,6,1686,11,3,2,3,6,6,30,1,2
9,2,28,6,1910,11,3,2,1,2,6,30,1,2
9,1,38,7,1999,1,1,2,4,1,6,30,1,1
9,1,38,7,1999,1,1,2,4,1,6,30,1,2
9,1,27,6,1124,10,1,2,4,1,6,30,1,1
9,1,27,6,1124,10,1,2,4,1,6,30,1,2
9,2,51,8,1598,3,3,3,1,2,3,50,1,2
5,1,48,8,1043,2,3,2,1,6,6,40,2,1
9,1,57,9,1995,10,3,1,1,6,6,30,1,1
9,2,29,6,1242,13,3,2,1,2,6,30,1,2
5,1,25,5,998,10,1,2,1,5,6,30,1,1
9,1,30,6,2151,15,3,3,1,7,6,30,1,1
9,1,52,8,1598,7,3,2,1,1,6,30,1,1
2,1,16,4,49,3,3,2,1,1,6,20,1,1
9,1,24,5,1339,9,3,2,2,7,6,30,1,1
9,1,20,4,1198,7,3,2,1,4,6,30,1,1
9,2,86,11,1240,9,3,1,1,1,6,30,1,2
3,1,59,9,124,7,2,2,1,3,6,30,1,1
9,2,21,5,1198,12,3,2,5,1,6,30,1,2
9,2,21,5,1198,12,3,2,5,1,6,30,1,2
9,2,21,5,1198,12,3,2,5,1,6,30,1,2
9,2,60,9,1995,1,3,2,5,1,6,30,1,2
9,2,60,9,1995,1,3,2,5,1,6,30,1,1
5,1,39,7,599,12,3,2,1,4,6,30,1,1
9,2,35,6,1360,6,3,1,1,4,6,30,1,1
9,2,37,7,1995,1,3,2,3,5,6,30,1,2
9,2,37,7,1995,1,3,2,3,5,6,30,1,1
9,2,57,9,1997,16,3,2,3,5,6,30,1,2
9,1,35,6,1590,10,3,3,1,6,6,20,1,1
9,2,26,6,1398,12,3,2,1,3,6,30,1,2
9,2,61,9,899,1,3,2,5,1,6,40,1,2
9,2,61,9,899,1,3,2,5,1,6,40,1,1
8,1,46,8,1797,6,3,2,5,1,6,40,1,1
8,1,46,8,1797,6,3,2,5,1,6,40,1,2
8,1,46,8,1797,6,3,2,5,1,6,40,1,1
19,1,46,8,1995,5,2,1,1,2,6,30,1,2
3,1,46,8,124,1,3,1,1,2,6,30,1,1
9,1,81,11,1198,4,3,2,2,2,6,30,1,1
9,1,81,11,1198,4,3,2,2,2,6,30,1,2
9,2,35,6,998,7,3,1,1,6,6,30,1,2
9,1,44,7,1124,7,3,2,1,4,3,60,2,1
9,1,32,6,2179,3,1,1,1,7,6,30,1,1
11,1,54,8,7300,10,3,1,1,7,6,30,1,2
19,1,25,5,1996,4,3,2,1,2,2,30,1,1
9,2,56,9,1560,6,3,1,1,7,6,30,1,1
9,1,50,8,1242,5,3,1,2,3,6,30,1,1
9,1,50,8,1242,5,3,1,2,3,6,30,1,2
9,1,32,6,1968,4,2,1,1,4,6,30,1,1
9,1,43,7,1598,8,3,2,1,4,6,30,1,1
9,2,57,9,1199,12,3,3,1,7,6,30,1,2
9,1,36,7,1800,16,3,1,1,6,6,30,1,2
9,2,30,6,1587,8,2,1,1,6,6,30,1,1
9,1,28,6,1362,1,3,2,2,7,3,30,1,1
9,2,57,9,1332,8,2,1,1,7,6,20,1,2
9,2,34,6,1598,2,3,1,1,4,6,30,1,2
4,1,35,6,124,11,3,2,2,2,6,30,2,1
9,1,55,8,1242,8,3,2,2,2,6,30,2,1
9,2,43,7,1796,16,3,2,1,5,6,30,1,2
9,2,56,9,1995,5,3,2,2,6,6,40,1,2
9,2,47,8,1598,8,3,2,1,3,6,30,1,2
9,2,29,6,1206,6,2,3,3,3,6,30,1,2
9,1,21,5,1242,14,2,1,1,3,6,30,2,2
3,1,36,7,100,10,2,2,1,6,6,30,1,1
9,2,40,7,2987,8,3,2,3,3,6,30,1,2
9,2,40,7,2987,8,3,2,3,3,6,30,1,2
9,2,40,7,2987,8,3,2,3,3,6,30,1,2
9,1,51,8,1995,6,2,2,2,6,6,30,1,1
9,2,28,6,1364,10,2,2,2,6,6,30,1,2
9,2,66,10,1248,5,3,1,1,4,6,30,1,1
9,1,18,4,998,6,2,1,1,3,6,30,1,1
9,2,45,7,1199,14,3,2,1,4,3,30,1,2
2,1,16,4,50,1,2,2,1,5,6,30,1,1
3,1,24,5,108,1,3,2,1,7,6,30,1,1
9,1,59,9,1086,9,2,1,1,4,6,30,1,2
9,2,43,7,2000,9,3,2,1,3,6,30,1,2
9,1,47,8,1396,2,3,2,1,2,6,30,1,1
4,1,39,7,498,18,2,2,1,7,1,30,1,1
3,1,18,4,125,4,3,2,1,4,6,30,1,1
11,1,28,6,6871,15,3,2,1,5,1,30,1,1
9,2,33,6,1198,1,2,1,1,2,6,30,1,1
9,2,31,6,4197,8,2,2,1,7,6,30,2,1
9,1,44,7,1598,13,2,2,1,4,6,30,1,1
19,1,35,6,1968,3,3,1,1,3,3,30,1,1
3,1,44,7,124,2,2,2,1,7,6,30,1,1
9,1,37,7,1582,2,3,4,5,6,3,50,2,1
9,2,55,8,898,2,3,4,5,6,3,50,2,2
9,2,55,8,898,2,3,4,5,6,3,50,2,1
9,1,40,7,998,2,3,3,1,7,6,30,1,1
9,1,32,6,1968,8,3,2,3,3,3,50,1,1
9,2,31,6,1242,5,3,2,3,3,3,50,1,2
9,2,31,6,1242,5,3,2,3,3,3,50,1,1
9,2,21,5,1299,10,3,1,1,5,6,30,1,2
9,2,27,6,1560,8,3,3,2,6,6,30,1,2
9,2,35,6,1124,11,3,3,2,6,6,30,1,2
9,2,27,6,1242,3,3,3,3,4,3,40,1,2
9,1,44,7,1798,3,3,3,3,4,3,40,1,1
5,1,55,8,998,8,3,2,1,6,1,30,1,1
9,1,47,8,1364,10,3,3,3,3,6,30,1,1
9,1,47,8,1364,10,3,3,3,3,6,30,1,2
9,1,31,6,1390,9,3,3,3,3,6,30,1,1
9,2,49,8,1598,2,3,1,1,3,6,30,1,2
9,1,36,7,1598,2,2,1,1,1,6,30,1,2
9,2,22,5,1398,2,2,1,1,5,6,30,1,1
9,2,75,10,1461,1,3,2,2,2,6,30,1,2
9,2,56,9,1596,15,3,2,2,2,6,30,1,2
5,1,36,7,998,14,3,2,1,1,6,30,2,1
9,2,46,8,1248,7,3,2,2,1,6,30,1,2
9,2,46,8,1248,7,3,2,2,1,6,30,1,2
3,1,27,6,124,6,2,2,1,4,6,30,1,1
9,1,19,4,1248,4,3,2,2,5,6,30,1,1
9,1,18,4,1390,1,3,2,2,5,6,30,1,1
9,1,48,8,1596,3,3,2,1,2,1,30,1,1
9,2,33,6,1686,4,3,1,1,7,6,30,1,1
9,1,54,8,1598,12,3,2,2,4,7,30,2,1
9,1,54,8,1598,12,3,2,2,4,7,30,2,2
9,1,29,6,1242,1,2,1,1,5,6,30,1,2
9,2,39,7,2685,11,3,2,1,3,3,30,1,2
9,2,23,5,1242,11,3,2,1,5,6,30,1,2
9,1,83,11,1296,8,3,3,4,1,6,30,1,1
9,1,83,11,1296,8,3,3,4,1,6,30,1,2
9,2,18,4,999,2,3,3,4,1,6,30,1,2
9,2,18,4,999,2,3,3,4,1,6,30,1,2
8,1,48,8,1598,3,2,1,1,1,6,30,1,1
9,1,24,5,1598,12,3,2,2,2,3,40,1,1
9,1,24,5,1461,11,3,2,2,2,3,40,1,1
9,2,55,8,1560,5,3,2,2,2,6,30,1,2
9,2,30,6,2967,3,3,2,2,2,6,30,1,2
9,2,55,8,1560,4,3,2,2,4,6,30,1,2
9,2,55,8,1560,4,3,2,2,4,6,30,1,2
9,2,29,6,1995,12,3,2,1,2,6,30,1,2
9,1,31,6,1300,9,3,3,2,7,6,30,1,1
9,2,41,7,1422,11,3,2,2,2,6,60,2,2
11,1,41,7,3900,9,3,2,2,2,6,60,2,2
9,2,38,7,1368,9,3,2,2,6,1,30,1,1
9,2,38,7,1368,9,3,2,2,6,1,30,1,2
3,1,47,8,102,12,3,2,1,6,3,40,2,1
9,1,45,7,1988,14,3,1,1,7,2,30,1,2
11,1,29,6,6700,6,2,1,1,4,3,30,1,2
9,2,30,6,998,9,3,1,1,2,3,30,1,1
9,2,39,7,1598,8,3,2,6,6,3,40,1,2
9,2,39,7,1598,8,3,2,6,6,3,40,1,2
9,2,39,7,1598,8,3,2,6,6,3,40,1,2
9,2,39,7,1598,8,3,2,6,6,3,40,1,1
9,2,39,7,1598,8,3,2,6,6,3,40,1,1
9,1,33,6,1364,10,3,2,6,6,3,40,1,1
9,1,21,5,1390,5,3,2,1,7,6,30,1,1
9,2,18,4,1461,1,3,2,1,6,6,30,1,1
9,1,21,5,1896,12,2,1,2,5,6,60,2,1
9,1,21,5,1896,12,2,1,2,5,6,60,2,2
9,1,64,9,2987,9,3,3,1,5,6,30,1,1
9,1,91,11,1299,14,3,2,1,4,6,30,1,1
9,1,25,5,1242,5,3,2,1,4,6,30,1,1
9,2,29,6,1598,7,2,2,2,5,6,30,1,2
9,1,21,5,1896,11,3,2,2,5,6,30,1,2
9,2,44,7,1398,12,3,2,2,5,6,30,1,2
9,2,29,6,1490,10,2,3,2,4,6,50,2,2
9,2,36,7,999,2,2,3,2,4,6,50,2,2
3,2,35,6,124,4,3,2,1,3,6,30,1,2
9,1,29,6,1200,1,3,2,1,7,1,30,1,1
9,2,39,7,1198,3,3,2,1,6,6,40,1,2
9,2,34,6,998,3,3,2,2,6,6,40,1,2
9,2,47,8,1598,14,3,2,2,6,6,40,1,2
9,2,43,7,1242,10,2,2,1,6,6,30,1,2
9,1,38,7,1598,3,1,1,1,7,1,30,1,1
9,1,65,9,1968,7,3,2,1,3,1,30,1,1
9,1,64,9,1598,1,3,1,1,5,2,30,1,2
3,1,21,5,125,1,3,2,1,5,6,30,1,1
9,2,37,7,998,6,3,2,2,3,6,30,1,2
9,2,72,10,998,4,3,2,2,3,6,30,1,2
9,2,60,9,1998,10,3,2,1,7,6,30,1,2
9,1,38,7,1896,10,3,2,2,6,6,30,1,1
9,1,38,7,1896,10,3,2,2,6,6,30,1,2
9,2,19,4,1199,4,3,2,1,4,6,30,1,2
9,1,48,8,1598,10,3,2,2,7,6,40,2,1
9,1,48,8,1598,10,3,2,2,7,6,40,2,2
9,1,24,5,1796,15,2,1,1,7,6,30,1,1
9,1,23,5,1600,17,3,3,1,5,6,30,1,1
9,2,37,7,1364,2,3,2,1,1,6,40,1,2
9,1,57,9,1749,14,2,2,2,5,6,30,1,1
9,1,57,9,1749,14,2,2,2,5,6,30,1,1
9,1,32,6,1998,3,3,2,1,2,3,40,1,1
9,1,43,7,1686,6,3,1,1,3,6,30,1,1
5,1,30,6,647,16,3,2,1,2,6,50,1,1
9,1,32,6,1896,8,3,2,1,6,3,30,1,1
9,1,26,6,1995,10,3,3,2,4,3,40,1,2
9,1,26,6,1995,10,3,3,2,4,3,40,1,2
9,2,26,6,1587,10,3,1,1,4,6,30,1,2
9,1,49,8,1968,7,3,4,3,5,6,30,1,2
9,1,49,8,1968,7,3,4,3,5,6,30,1,2
9,1,49,8,1968,7,3,4,3,5,6,30,1,2
9,2,63,9,1242,5,3,3,1,3,6,30,1,2
9,2,66,10,1242,11,2,1,1,3,9,30,1,1
9,2,32,6,4367,1,3,3,1,3,6,20,1,2
9,2,60,9,1386,3,3,1,1,3,6,30,1,2
9,1,31,6,1896,10,3,1,1,1,6,30,1,1
9,1,32,6,4398,14,3,2,2,6,6,30,1,1
9,2,43,7,2149,8,3,2,2,6,6,30,1,2
9,1,56,9,1242,6,2,2,1,2,6,30,1,1
9,1,26,6,1598,3,3,1,1,3,6,30,1,1
3,1,32,6,124,7,2,2,1,5,6,30,1,1
9,1,38,7,1596,9,3,2,2,7,3,30,1,1
9,2,44,7,2720,8,3,2,2,2,6,60,2,2
9,1,36,7,1600,11,3,2,6,4,6,30,1,1
9,1,36,7,1600,11,3,2,6,4,6,30,1,2
9,1,36,7,1600,11,3,2,6,4,6,30,1,1
9,1,36,7,1600,11,3,2,6,4,6,30,1,1
9,1,36,7,1600,11,3,2,6,4,6,30,1,1
9,1,36,7,1600,11,3,2,6,4,6,30,1,1
3,1,28,6,125,1,3,2,1,6,1,40,1,1
9,2,52,8,1360,9,3,1,1,6,6,30,1,2
9,1,63,9,1461,8,3,2,1,5,1,30,1,1
21,1,46,8,12419,4,3,1,1,4,1,30,1,1
9,1,18,4,1390,11,3,1,1,5,6,30,1,2
9,2,42,7,1360,16,3,2,2,3,6,30,1,2
9,2,42,7,1360,16,3,2,2,3,6,30,1,1
9,1,68,10,1248,5,2,1,1,7,1,30,1,2
4,1,65,9,398,15,3,2,2,2,6,30,1,1
9,2,35,6,1461,5,3,2,2,2,6,30,1,2
9,1,26,6,1998,11,2,1,1,6,3,30,1,2
5,1,50,8,779,4,3,2,1,6,1,30,1,1
9,1,51,8,1956,2,2,1,1,5,6,30,1,1
3,1,37,7,124,3,3,2,1,5,6,30,1,1
9,2,85,11,1388,13,3,2,1,1,6,30,1,2
5,1,61,9,998,6,3,2,1,6,6,30,1,1
8,1,41,7,1598,5,3,2,2,3,6,30,1,1
8,1,46,8,1798,6,3,2,2,3,6,30,1,1
9,1,30,6,1461,11,3,2,1,6,1,30,1,1
11,1,40,7,4500,3,3,1,1,6,6,30,1,2
11,1,40,7,4500,3,3,1,1,6,6,30,1,1
4,1,29,6,125,5,3,2,1,1,6,30,1,1
5,1,43,7,680,7,3,2,1,6,6,30,1,1
11,1,46,8,7300,10,2,1,1,6,3,30,1,1
9,2,23,5,1598,13,3,2,2,4,1,30,1,2
8,1,35,6,1998,3,3,2,2,6,6,30,1,1
8,1,41,7,2143,3,3,2,2,6,6,30,1,1
9,1,45,7,1797,4,3,1,1,5,6,30,1,2
11,1,36,7,7300,11,3,1,1,6,6,30,1,1
9,2,56,9,1998,13,3,1,1,6,6,30,1,2
8,1,29,6,1797,5,3,2,1,7,6,30,1,1
11,1,42,7,9360,3,3,1,1,7,6,30,1,1
3,1,41,7,125,2,3,1,1,7,6,30,1,1
5,1,42,7,599,2,3,2,1,6,2,30,1,1
8,1,48,8,2499,8,3,1,1,6,6,30,1,1
9,1,27,6,1364,6,3,2,1,7,6,30,1,1
8,1,39,7,2499,1,3,3,2,6,6,30,1,1
9,1,45,7,1968,2,3,3,2,6,6,30,1,1
3,1,16,4,125,2,3,2,1,7,6,30,1,1
3,1,35,6,124,11,3,2,1,2,6,30,1,1
3,1,25,5,125,1,3,1,1,2,2,30,1,1
3,1,45,7,124,6,3,2,1,3,6,30,1,1
3,1,40,7,680,7,3,1,1,3,6,30,1,2
3,1,22,5,125,5,3,1,1,5,6,30,1,1
8,1,54,8,2148,5,3,1,2,6,6,30,1,2
8,1,54,8,2148,5,3,1,2,6,6,30,1,1
3,1,22,5,125,6,2,2,1,7,1,30,1,1
11,1,45,7,4500,3,3,1,1,1,6,30,1,1
2,1,16,4,49,11,2,2,1,2,6,30,1,1
11,2,25,5,4461,2,3,1,1,7,3,30,1,2
8,1,42,7,2499,8,3,1,1,7,6,30,1,2
9,1,37,7,5513,2,3,3,1,7,6,30,1,1
9,1,60,9,2987,9,3,3,2,7,6,30,1,1
3,1,38,7,108,3,3,2,1,6,6,30,1,1
5,1,50,8,1170,1,2,2,1,1,6,30,1,1
3,1,49,8,108,2,3,1,1,2,6,30,1,1
3,1,19,4,745,4,3,2,1,4,6,30,1,1
2,1,26,6,49,3,3,2,1,5,6,30,1,1
4,1,23,5,125,2,3,2,1,6,6,30,1,1
8,1,60,9,2499,1,2,1,1,6,6,30,1,1
8,1,36,7,1896,10,2,1,1,7,3,30,1,1
3,2,30,6,49,11,3,2,2,1,6,30,1,2
3,2,30,6,49,11,3,2,2,1,6,30,1,1
19,1,26,6,2402,5,3,2,2,2,6,30,1,1
8,1,49,8,2664,14,3,2,2,2,6,30,1,1
11,1,47,8,6700,6,3,1,1,1,6,30,1,1
8,1,45,7,2499,3,3,1,1,4,6,30,1,2
3,1,25,5,125,7,3,2,1,4,6,30,1,1
19,1,39,7,2402,12,3,2,2,4,3,40,1,1
19,1,52,8,2143,5,3,2,2,4,3,40,1,1
11,1,31,6,7300,9,3,1,1,3,6,30,1,1
11,1,54,8,4461,1,3,1,1,3,1,30,1,2
8,1,53,8,2402,12,3,2,1,3,2,30,1,2
3,1,18,4,124,7,2,2,1,6,6,30,1,1
5,1,31,6,659,6,3,2,1,1,6,30,1,1
4,1,45,7,125,5,3,2,1,5,6,30,1,1
9,1,42,7,1598,2,3,2,4,7,6,30,1,1
9,1,42,7,1598,2,3,2,4,7,6,30,1,1
9,1,42,7,1598,2,3,2,4,7,6,30,1,2
9,1,42,7,1598,2,3,2,4,7,6,30,1,2
9,2,38,7,1598,7,3,2,1,2,6,30,1,2
8,1,46,8,1995,2,3,2,1,5,6,30,1,1
11,1,48,8,4461,2,3,1,1,6,6,30,1,2
2,1,32,6,108,3,3,2,1,6,6,30,1,1
11,1,48,8,4500,1,3,1,1,1,6,30,1,1
3,1,37,7,125,1,3,1,2,3,2,30,1,1
3,1,37,7,125,1,3,1,2,3,2,30,1,1
5,1,46,8,599,9,3,2,3,2,6,30,1,1
3,1,49,8,647,12,3,2,1,4,3,30,1,1
9,2,46,8,1497,7,3,1,1,4,6,30,1,1
3,1,35,6,125,7,3,2,1,5,6,30,1,1
3,1,26,6,124,3,3,2,1,5,6,30,1,1
2,2,33,6,125,4,3,2,1,7,6,30,1,2
3,1,28,6,124,4,3,2,1,4,3,30,1,1
9,2,67,10,1390,5,3,2,1,4,6,30,1,2
11,1,43,7,4461,1,3,1,1,5,6,30,1,2
8,1,57,9,2402,11,3,2,2,6,6,30,1,1
11,1,48,8,4461,2,3,1,1,7,6,30,1,2
3,1,39,7,108,7,3,2,1,1,6,30,2,1
3,1,19,4,125,5,3,2,1,2,6,30,1,1
8,1,33,6,1997,8,2,1,1,2,6,30,1,1
2,1,16,4,49,6,3,2,1,4,2,30,1,1
3,1,20,4,124,3,3,2,1,4,6,30,1,1
2,1,25,5,49,13,3,2,1,5,1,30,1,1
5,1,25,5,998,5,3,2,1,5,3,30,1,2
11,1,52,8,4500,1,3,1,1,1,6,30,1,2
9,1,31,6,1995,13,3,2,2,2,6,30,1,1
9,1,47,8,1995,2,3,1,1,4,6,30,1,1
3,1,23,5,124,2,3,2,1,6,1,30,1,1
3,1,32,6,124,7,3,2,1,7,2,30,1,1
11,1,52,8,4461,1,3,1,1,1,6,30,1,2
9,1,32,6,1995,8,2,2,1,5,6,30,1,1
9,1,32,6,973,13,3,2,1,1,6,30,1,1
11,1,56,9,4500,3,3,2,1,7,6,30,1,1
3,1,28,6,125,4,3,1,1,7,6,30,1,1
3,1,28,6,108,3,3,2,1,1,6,30,1,1
9,2,47,8,3993,2,3,1,1,5,2,30,1,2
3,1,18,4,108,4,3,3,2,1,6,30,1,1
3,1,21,5,124,18,3,2,1,2,6,30,1,1
4,2,34,6,600,1,3,2,1,1,6,30,1,2
9,2,60,9,1596,5,3,2,4,5,6,30,1,2
9,2,60,9,1596,5,3,2,4,5,6,30,1,2
9,2,60,9,1596,5,3,2,4,5,6,30,1,1
19,1,29,6,2402,5,3,2,4,5,6,30,1,1
9,1,79,11,1339,6,3,1,1,1,6,30,1,2
4,1,52,8,996,12,3,2,1,5,3,30,1,1
9,1,48,8,1956,2,3,2,1,3,6,30,1,1
4,1,37,7,599,11,3,2,1,6,6,30,1,1
9,1,19,4,1388,13,3,2,2,3,6,30,1,1
9,1,19,4,1388,13,3,2,2,3,6,30,1,1
3,1,20,4,124,10,3,2,1,3,6,30,1,1
19,1,48,8,1248,6,3,2,1,2,6,30,1,1
11,1,37,7,7300,13,3,1,1,4,6,30,1,2
3,1,30,6,125,7,3,2,1,5,6,30,1,1
19,1,27,6,1560,1,3,1,1,6,6,30,1,2
8,1,61,9,2231,8,2,1,1,6,6,30,1,1
4,1,46,8,249,3,2,2,1,7,7,40,1,2
9,1,27,6,1989,13,3,1,1,7,6,30,1,1
3,1,20,4,125,7,3,2,1,3,6,30,1,1
8,1,52,8,2664,16,2,1,1,4,6,30,1,2
8,1,48,8,2664,15,3,2,2,7,3,40,1,1
9,1,24,5,2143,4,3,2,2,7,3,40,1,1
8,1,55,8,1796,4,3,1,1,1,6,30,1,2
9,1,32,6,2231,3,3,2,1,5,6,30,1,1
8,1,35,6,1797,5,3,2,1,7,2,30,1,1
3,1,37,7,125,1,3,1,1,4,6,30,1,2
3,1,29,6,125,12,3,2,1,3,6,30,1,1
9,1,32,6,1998,17,3,2,1,3,3,30,1,1
3,1,61,9,278,5,3,1,1,7,6,30,1,1
